Statement,Label,Date
el de mayo de el london time informó en su portada la oms entregó millones de vacunas contra la viruela del mono estas provocaron el sida los africanos,TRUE,7/19/2022 0:00
jim jordan tell alexandria ocasiocortez dumb,TRUE,7/19/2022 0:00
video show ukrainian air defenses sievierodonetsk shoot ka helicopters,TRUE,7/19/2022 0:00
antarctica continent,TRUE,7/19/2022 0:00
video show donald trump alabama rally july,TRUE,7/19/2022 0:00
biden admit purpose plan along,TRUE,7/18/2022 0:00
r kelly miss prison security verify escape beneath facility,TRUE,7/18/2022 0:00
kfc give away chicken bucket vouchers customers share facebook post july,TRUE,7/18/2022 0:00
yearold become pregnant result rape threaten life abortion,TRUE,7/15/2022 0:00
image show aboard trump train truck crash bridge,TRUE,7/15/2022 0:00
video show biden give exact speech months apart,TRUE,7/15/2022 0:00
actor tom holland confirm die,TRUE,7/14/2022 0:00
pilotos protestan contra vacuna covid en aeropuerto de atlanta,TRUE,7/14/2022 0:00
texas public high school graduation rate overall,FALSE,7/14/2022 0:00
kevin mccarthy say nancy pelosi prosecute jail,TRUE,7/14/2022 0:00
adults receive additional spend groceries expense,TRUE,7/13/2022 0:00
yous rep mayra flores first mexicanborn member congress,TRUE,7/13/2022 0:00
average federal income tax pay richest americans cop teacher firefighter union worker probably pay two three time,TRUE,7/13/2022 0:00
adhd exist,TRUE,7/13/2022 0:00
highranking ukrainian officials catch splurge luxury real estate switzerland,TRUE,7/13/2022 0:00
falleció el papa themérito benedicto xvi,TRUE,7/12/2022 0:00
ron desantis still condemn january insurrection,TRUE,7/12/2022 0:00
fluoride eat hole concrete safe teeth,TRUE,7/12/2022 0:00
sri lankas president estonias prime minister ukrainian diplomats arrest,TRUE,7/12/2022 0:00
colloidal silver harmless unless allergic,TRUE,7/12/2022 0:00
shooter highland park illinois buy gun illegally,TRUE,7/12/2022 0:00
shinzo abe assassinate mandate vaccines send million dose back give citizens ivermectin,TRUE,7/11/2022 0:00
immune system exist,TRUE,7/11/2022 0:00
belarus declare war poland,TRUE,7/11/2022 0:00
photo show two men run pretend homeless attack rob,TRUE,7/11/2022 0:00
elon musks account suspend twitter back b deal,TRUE,7/11/2022 0:00
civics secure democracy act would allow biden administration buy state billion adopt critical race theory,TRUE,7/8/2022 0:00
moscow engulf flame giant explosion,TRUE,7/8/2022 0:00
image show follow resignation boris johnson escape sea,TRUE,7/8/2022 0:00
president donald trump presidential limousine leave january rally white house ellipse,TRUE,7/8/2022 0:00
florida gov ron desantis sign bill require florida students professors register political view state,TRUE,7/7/2022 0:00
fox offer chris wallaces sunday spot candace owens,TRUE,7/7/2022 0:00
image show highland park shooter antifa connection,TRUE,7/7/2022 0:00
ukrainian attack destroy skyscraper moscow,TRUE,7/7/2022 0:00
peter meijer vote create adam schiffled january th commission,TRUE,7/6/2022 0:00
claim yous military use polymer drone fly look act like large fly,TRUE,7/6/2022 0:00
video show aftermath mass shoot harrisburg pennsylvania,TRUE,7/6/2022 0:00
video show russian artillery tank completely destroy bayraktar tb drone july,TRUE,7/6/2022 0:00
say image show highland park shoot suspect jail rehab psychiatric center shoot,TRUE,7/5/2022 0:00
cost fourth july cookout increase inflation,TRUE,7/5/2022 0:00
plan b cause abortion right box,TRUE,6/30/2022 0:00
found father unite state intend church suppose direct government,TRUE,6/30/2022 0:00
image show ufo photograph june pilot cockpit f military plane fly near lackland air force base unite state locate san antonio texas,TRUE,6/30/2022 0:00
jk rowling tweet american bird could keep legs close maybe would need abortions first place,TRUE,6/30/2022 0:00
call place migrants trap truck find san antonio,TRUE,6/30/2022 0:00
esta grabación muestra una llamada al de los migrantes atrapados en un camión en san antonio texas,TRUE,6/30/2022 0:00
four big meat packers rake record profit,FALSE,6/30/2022 0:00
trump address nation today,TRUE,6/28/2022 0:00
one conceal carry permit ever commit mass shoot,TRUE,6/28/2022 0:00
photo show trash venue glastonbury climate activist greta thunberg speak,TRUE,6/28/2022 0:00
iceland declare religions mental disorder,TRUE,6/28/2022 0:00
get parole board right release cop killers last two years hochul,TRUE,6/24/2022 0:00
virginia black people eight time x likely white people die gun homicide,FALSE,6/24/2022 0:00
american oil affordable foreign oil,TRUE,6/24/2022 0:00
accord international olympic committee data average athletes age suffer sudden death per year march march athletes die suffer cardiac arrest,TRUE,6/23/2022 0:00
joe bidens margin less vote wisconsin tightest state,TRUE,6/23/2022 0:00
gas canada gallon,TRUE,6/22/2022 0:00
wisconsins archaic abortion ban older state,FALSE,6/22/2022 0:00
image show gas price january,TRUE,6/21/2022 0:00
compilation image show joe biden country,TRUE,6/21/2022 0:00
prince harry meghan finally sign divorce paper,TRUE,6/21/2022 0:00
thousands cattle recently die kansas kill heat,TRUE,6/21/2022 0:00
wait periods gun purchase may make difference somebody decide go take life go take life,TRUE,6/21/2022 0:00
impact president biden behold green new deal radicals party electricity cost roof texas,TRUE,6/21/2022 0:00
photo show kim jong uns weight loss,TRUE,6/17/2022 0:00
yous house reps vote criminalize disassemble clean reassemble gun without firearm manufacturers license include republicans,TRUE,6/17/2022 0:00
photo show yous rep lauren boebert two scantily dress men,TRUE,6/16/2022 0:00
big boy restaurant sign say donald trump right predict biden elect would see gas,TRUE,6/15/2022 0:00
item list fooddestroying incidents demonstrate dupe think plan food shortage,TRUE,6/15/2022 0:00
pentagon finally come clean admitsthat yous militaryfunded biolabs ukraine,TRUE,6/15/2022 0:00
justin biebers ramsay hunt syndrome hailey biebers blood clot cause covid vaccines,TRUE,6/14/2022 0:00
president biden confirm everyone receive k gas check week,TRUE,6/14/2022 0:00
joe biden walk administration million people unemployment insurance benefit,TRUE,6/14/2022 0:00
image show paul pelosi bruise book mugshot,TRUE,6/14/2022 0:00
single person crowd january find carry firearm one,TRUE,6/13/2022 0:00
females facebook alive world,TRUE,6/13/2022 0:00
donald trump authorize national guard troop protect capitol january reject nancy pelosi chuck schumer,TRUE,6/13/2022 0:00
bennie thompson actively cheerled riot,TRUE,6/13/2022 0:00
quarter entire acreage country hemp production north carolina,TRUE,6/13/2022 0:00
official pride flag alter include ukrainian color,TRUE,6/10/2022 0:00
public health warn recently issue fluoride toothpaste,TRUE,6/10/2022 0:00
gavin newsom reportedly intervene request nancy pelosi directly order california highway patrol drop charge paul pelosi dui arrest,TRUE,6/10/2022 0:00
joe biden approve new card give free health insurance americans older,TRUE,6/10/2022 0:00
january attack yous capitol dustup,TRUE,6/9/2022 0:00
white supremacists go shoot walmarts kill black mexicans san bernardino california,TRUE,6/8/2022 0:00
usda predict egg price dozen fall,TRUE,6/8/2022 0:00
ukraine adopt laws ban russian language,TRUE,6/8/2022 0:00
gun manufacturers industry country immunity lawsuits,TRUE,6/8/2022 0:00
bbc news edit boo footage boris johnson arrive queen platinum jubilee thanksgiving service,TRUE,6/7/2022 0:00
zimbabwe people start sell toe thousands dollars due high cost live facebook postsfalse bp oil executive name brice cromwell blame biden administration high gas price facebook postspantsfire nc gop come support sen rick scotts extremist policy rescue america barbara gaskinsfalse tax carve ron johnson spearhead overwhelmingly benefit wealthiest small businesses,FALSE,6/7/2022 0:00
sale wisconsin deer license show wisconsins hunters eighth largest army world,TRUE,6/6/2022 0:00
biden give americans cheapest gas price earth,TRUE,6/6/2022 0:00
video show ukrainian soldier shoot russian helicopters,TRUE,6/6/2022 0:00
yous justice department conservatively estimate gun use million time per year save live,TRUE,6/6/2022 0:00
illinois high school implement racebased grade system school year,TRUE,6/3/2022 0:00
supreme court never take away constitutional right,TRUE,6/3/2022 0:00
dead people always vote democrat,TRUE,6/2/2022 0:00
world economic forum police force,TRUE,6/2/2022 0:00
aaron salter jr kill mass shooter work create waterpowered car engine,TRUE,6/2/2022 0:00
costco gas pump screen say blame us blame joe biden,TRUE,6/1/2022 0:00
man kill uvalde texas school shooter even onduty police officer,TRUE,5/31/2022 0:00
tv interview two different men identify uvalde victims father show robb elementary school mass shoot stag,TRUE,5/31/2022 0:00
bill gate plan smallpoxtype outbreak,TRUE,5/31/2022 0:00
mass shoot happen much ted cruz really get template ready tweet whenever occur,TRUE,5/27/2022 0:00
single mass shoot purchase gun show internet,TRUE,5/27/2022 0:00
positive correlation higher mask usage covid deaths,TRUE,5/27/2022 0:00
people die hand fists feet rifle facebook postsmostlytrue lee zeldin vote cuomos billion dollar tax hike every cuomo budget harry wilsonhalftrue video show russian desert base infrastructure hit bayraktar tb drone facebook postsfalse study show plastics help combat climate change facebook postshalftrue cnn story report rice krispies add transgender mascot instagram postspantsfire florida highway patrol semitruck fhp use fleet three hide plain sight truck snitch bad drivers aremar facebook postsmostlytrue ice está en uvalde texas entonces los padres indocumentados tienen que temer la deportación ante de verificar si sus hijos están vivos,TRUE,5/26/2022 0:00
pass flu covid go thing monkeypox shingle,TRUE,5/26/2022 0:00
know past experience effective tool keep kid safe arm law enforcement campus,TRUE,5/26/2022 0:00
abc news alter uvalde texas school shooters photo appear caucasian,TRUE,5/25/2022 0:00
ice uvalde texas undocumented parent consider arrest deportation go check see kid alive,TRUE,5/25/2022 0:00
image show victims school shoot uvalde texas,TRUE,5/25/2022 0:00
suggest january traffic accident involve lab monkey responsible spread monkeypox humans,TRUE,5/25/2022 0:00
gun sell texas loopholes pass background check,TRUE,5/25/2022 0:00
el atacante en uvalde texas estaba en estados unidos ilegalmente,TRUE,5/25/2022 0:00
expose mark zuckerberg cia agent,TRUE,5/25/2022 0:00
photos person skirt show uvalde texas school shooter,TRUE,5/25/2022 0:00
esta imagen muestra las víctimas del tiroteo en la escuela en uvalde texas,TRUE,5/25/2022 0:00
uvalde texas school shooter transsexual leftist illegal alien name salvatore ramos,TRUE,5/25/2022 0:00
american journalist jack posobiec arrest world economic forum,TRUE,5/25/2022 0:00
uvalde texas mass shooter illegal alien,TRUE,5/25/2022 0:00
swedish health authorities consider introduce restrictions monkeypox outbreak,TRUE,5/25/2022 0:00
current monkeypox outbreak plan government industry leaders,TRUE,5/24/2022 0:00
monkeypox create lab give via injection,TRUE,5/24/2022 0:00
monkeypox biological warfare us governments,TRUE,5/24/2022 0:00
world health assembly cancel geneva airport coincidentally blow,TRUE,5/24/2022 0:00
stacey abrams support mlb boycott,TRUE,5/24/2022 0:00
recent year milwaukee police department collect gun per capita streets new york,FALSE,5/24/2022 0:00
mar rover photo capture nasa show doorway suggest extraterrestrial life,TRUE,5/23/2022 0:00
video show russian pilot escape jet russian aircraft get hit missile,TRUE,5/23/2022 0:00
georgia gov brian kemp allow million ballot send every register voter,TRUE,5/23/2022 0:00
raphael warnock run campaign ad feature beagle dog,FALSE,5/23/2022 0:00
article monkeypox use photo shingle rash prove monkeypox virus hoax,TRUE,5/23/2022 0:00
photos monkeypox lesions prove current virus outbreak hoax,TRUE,5/23/2022 0:00
merrick garland sicced police parent school board simply try hear safety children,TRUE,5/23/2022 0:00
supreme court justice clarence thomas wife ginni post photo enjoy bottle wine american women despair abortion right take away,TRUE,5/20/2022 0:00
video show helicopters ukraine pick ambush short range airtoair missile,TRUE,5/20/2022 0:00
video show russian tank column totally destroy attack helicopter,TRUE,5/20/2022 0:00
say gov tony evers big proponent defund police movement,TRUE,5/20/2022 0:00
say fox news candace owens tweet new study show use ivermectin treat prevent covid suffer longterm bowel urinary incontinence,TRUE,5/19/2022 0:00
pfizer say breastfeed baby formula shortages everywhere gate promote brand new artificial breast milk technology within less week period nothing see,TRUE,5/19/2022 0:00
let formula shortage scare make baby hemp milk wsea moss easy promise,TRUE,5/19/2022 0:00
georgia secretary state brad raffensperger use million zuckerberg money tip scale,TRUE,5/19/2022 0:00
iran yearold girl rap impregnate father must carry baby term throw prison life wait sorry alabama,TRUE,5/19/2022 0:00
agriculture still sector economy georgia,TRUE,5/19/2022 0:00
biden administration bring amendments would propose nations earth cede sovereignty national health care decisions,TRUE,5/19/2022 0:00
soldier destroy russian tank nlaw ambush,TRUE,5/19/2022 0:00
yous governments inaction buffalo kill harm native american populations show create food shortages americans dependent government,TRUE,5/19/2022 0:00
goats milk good substitute baby formula,TRUE,5/19/2022 0:00
problem mail ballot lancaster county sign voter fraud,TRUE,5/18/2022 0:00
photo data leak elon musk nasa say one elon musks spacex satellite,TRUE,5/18/2022 0:00
cbs news report two suspect arrest buffalo shoot one victim identify,TRUE,5/18/2022 0:00
recent photo show russian orthodox church bless rocket call satan,TRUE,5/18/2022 0:00
vast majority individuals release show hear,TRUE,5/17/2022 0:00
state send free infant formula call enfamil similac customer service number,TRUE,5/17/2022 0:00
donations baby formula ukraine help current yous shortage,TRUE,5/17/2022 0:00
image show joe biden surround yous marshal,TRUE,5/17/2022 0:00
disney stock attendance million people cancel disney subscription,TRUE,5/17/2022 0:00
democrats want open border bring amnesty tens millions illegal alien electoral strategy,TRUE,5/16/2022 0:00
suggest megan thee stallion shoot foot,TRUE,5/16/2022 0:00
newprofilepic app russian spyware,TRUE,5/16/2022 0:00
state sen kirk deviere vote medicaid expansion governors budget teacher raise,TRUE,5/16/2022 0:00
president biden take office vaccine available,TRUE,5/16/2022 0:00
homemade baby formula recipes offer viable option yous shortage,TRUE,5/13/2022 0:00
agriculture industry pennsylvania,TRUE,5/13/2022 0:00
say people follow recipe homemade baby formula workaround current shortage,TRUE,5/13/2022 0:00
infant formula shortage purposely create mark zuckerberg bill gate invest artificial breast milk,TRUE,5/12/2022 0:00
anyone ask ron desantis worth worth million,TRUE,5/12/2022 0:00
adenovirus combination viruses gastrointestinal virus pneumonia covid mix together kill children,TRUE,5/12/2022 0:00
co pollutant,TRUE,5/12/2022 0:00
supreme court justices amy coney barrett samuel alito say yous need domestic supply infants meet need parent seek adopt,TRUE,5/12/2022 0:00
say photo show one teslas lithium supply mine entire mountains eliminate,TRUE,5/11/2022 0:00
due yous senate rule democrats need majority codify roe vs wade,FALSE,5/11/2022 0:00
video show abortion right activist urge women run abortion clinic get pregnant,TRUE,5/11/2022 0:00
say photo show sharpest image sun ever record,TRUE,5/11/2022 0:00
say video show ukrainian force shoot russian plane carry hundreds troop kyiv airport,TRUE,5/10/2022 0:00
margaret sanger founder plan parenthood refer black women weed need pluck garden supporter ku klux klan democrat,TRUE,5/10/2022 0:00
state crime lab attorney general josh kaul test significantly less items former ag brad schimel still take longer test many categories key items comparison schimel include dna,FALSE,5/10/2022 0:00
senator grassley hop finance committee could helpful iowa nation favor judiciary committee,TRUE,5/9/2022 0:00
gop sen marsha blackburn propose birth control legal marry couple tweetsfalse tennessee ban plan b make crime punishable fine order pam keithfalse texas republicans pass law allow rapists sue victims get abortion,TRUE,5/9/2022 0:00
amber hear plagiarize line movie talented mr ripley open statement johnny depp libel trial,TRUE,5/9/2022 0:00
new york state senate vote legalize abortion republican senators vote favor,FALSE,5/7/2022 0:00
noose college dorm black student racial slur dormitory build odds overwhelm black student actually,TRUE,5/6/2022 0:00
new york lead yous population loss,FALSE,5/6/2022 0:00
roe v wade happen woman lie rap black men,TRUE,5/6/2022 0:00
mrna vaccines show mortality benefit danish study,TRUE,5/6/2022 0:00
space xs starlink internet constellation anger russia report starlink satellite constellation use guide fire russian ship moskva,TRUE,5/5/2022 0:00
nbc news cover hunter biden laptop story,TRUE,5/4/2022 0:00
million abortions year country,TRUE,5/4/2022 0:00
steal election state total minus illegal ballot traffic number give president trump decisive victories az ga mi pa wi,TRUE,5/4/2022 0:00
white house physician demand bidens immediate resignation follow obvious cognitive decline,TRUE,5/3/2022 0:00
canadas new law allow government take children away parent accept kid gender identity,TRUE,5/3/2022 0:00
conservatives gain twitter followers company announce deal elon musk twitter lift broad anticonservative antitrump shadow ban,TRUE,5/2/2022 0:00
image show ukrainian flag replace soviet union flag mariupol,TRUE,5/2/2022 0:00
president ukraine million home florida billion overseas bank account,TRUE,5/2/2022 0:00
sen mark kelly vote benefit illegals,TRUE,5/2/2022 0:00
matt dolan sponsor michael bloombergs redflag gun confiscation law let people report social media post send swat team house take gun,TRUE,5/2/2022 0:00
reduce crime lowest level years,FALSE,5/1/2022 0:00
since take office hochul pass new bill,FALSE,4/30/2022 0:00
franklin scandal break hundreds children apparently fly around us abuse high rank establishment members,TRUE,4/29/2022 0:00
tylenol acute liver failure us people die kill least per year use,TRUE,4/29/2022 0:00
elon musk fire entire twitter board directors,TRUE,4/29/2022 0:00
italian football agent mino raiola die suffer illness,TRUE,4/29/2022 0:00
elon musk tweet fact year old take business loan take student loan tell everything need know,TRUE,4/29/2022 0:00
cannabis reform support majority residents state include majority republicans,FALSE,4/29/2022 0:00
biden teachers somebody elses children classroom,TRUE,4/28/2022 0:00
alkaline foods heal body cancer,TRUE,4/28/2022 0:00
disneyland estates use mkultra mind control human traffic occult rituals parade sexual deviants,TRUE,4/28/2022 0:00
say jd vance say people vote trump vote racist reason,TRUE,4/28/2022 0:00
war begin f f mig nato intercept destroy russia jet polish air space,TRUE,4/28/2022 0:00
marines investigate ancient pyramid discover antarctica,TRUE,4/27/2022 0:00
reverse hiv naturally,TRUE,4/27/2022 0:00
congratulations ruben knight queen go name sir ruben,TRUE,4/27/2022 0:00
say fox new chyron say snicker candy bar change texture cancel culture,TRUE,4/26/2022 0:00
system keep dark ghislaine maxwelldoes mind livestreaming johnny depps trial,TRUE,4/26/2022 0:00
fire food process plant attempt starve us,TRUE,4/26/2022 0:00
hepatitis outbreak kid may relate johnson johnson covid vaccine,TRUE,4/26/2022 0:00
finnish court rule sex children permit,TRUE,4/26/2022 0:00
say always believe womans right choose,TRUE,4/22/2022 0:00
dr anthony fauci say lockdowns method coerce people comply covid vaccinations,TRUE,4/22/2022 0:00
america try overthrow ukraine government shadow government infiltrate overthrow us government,TRUE,4/22/2022 0:00
lilibet baby daughter duke duchess sussex make first appearance queen,TRUE,4/22/2022 0:00
arnold schwarzenegger sleep grind front bronze statue turn away hotel,TRUE,4/22/2022 0:00
price insulin increase waistlines increase,TRUE,4/21/2022 0:00
reddit post show parent admit force child continue transition sneak hormone medication,TRUE,4/20/2022 0:00
vladimir putin end rothschilds control russia nationalize russian centralize bank,TRUE,4/20/2022 0:00
russia invade ukraine google map open military strategic facilities russia,TRUE,4/20/2022 0:00
australian technical advisory group immunisation advise covid vaccine may give patients sedation unrelated procedures without consent way force compliance,TRUE,4/19/2022 0:00
president joe biden confuse turn around shake hand thin air speech,TRUE,4/19/2022 0:00
dave mccormick liberal probiden prochina,TRUE,4/19/2022 0:00
one visit disney get protest facebook postsfalse roommate catch hiv expose probably contract give long enough notmeanyou facebook postsfalse cnn tweet brave children ukraine sign fight russia instagram postspantsfire joe bidens comment prove food shortages deliberately governments world notprovegovernmentsareorch viral imagefalse march moon crash orchestrate government visible earth facebook postsfalse fuel contain ethanol ruin car engine facebook postsbarelytrue ukraine responsible kramatorsk train station bomb facebook postsfalse msnbcs mika brzezinski say elon musk try control people think job facebook postsfalse say adolf hitler say day mankind find try defend nation germany day world war iii start notsayaboutworldwariii viral imagefalse prove sugar trigger cause cancer best thing prevent cancer avoid sugar facebook postsbarelytrue george soros inject million black live matter facebook postsfalse disney lose reservations recently value around million revenue lose isnoevidencedisneyrecentlylostres facebook postsfalse leftist justice reform reason nyc subway shoot suspect jail time attack facebook postsfalse biden administration engage extreme wake politics encourage children take chemical castration drug undergo surgeries lie children tell puberty blockers reversible,TRUE,4/17/2022 0:00
mcdonalds add xylitol ice cream toxic dog,TRUE,4/14/2022 0:00
pass law today go miles speed limit north carolina,TRUE,4/14/2022 0:00
brian kemp dismiss concern voter fraud election widespread illegal ballot harvest continue elect two democrat senators,TRUE,4/14/2022 0:00
joe biden give smartphones away illegal border crossers facebook postshalftrue bird pooped joe biden speech iowa notbirdpoopbidensjacketitwasdistillergra facebook postsfalse video qa response amazons alexa confirm chemtrails use reduce human population tiktok postsfalse suggest ivermectin effective treatment covid one america newsfalse sen marsha blackburn make white power symbol ketanji brown jackson notmakewhitepowersym tweetsfalse gilbert gottfried die covid vaccine notdiecovidvaccine tweetsfalse lieutenant governori cut tax nothavepowercuttaxesherownlieut rebecca kleefischbarelytrue disney cancellations last five days isnoevidencedisneylostoversubscri facebook postsfalse chairman virginias republican party make shockingly racist post defense secretary lloyd austin occupy democratsfalse christine blasey ford brett kavanaugh actors wear mask kavanaughs yous supreme court confirmation hear notproveblaseyfordkavanaughwerea viral imagepantsfire could buy cannon fact second amendment pass,TRUE,4/12/2022 0:00
poland palace biden visit fake,TRUE,4/12/2022 0:00
ukraine money launder child sex traffic capital world,TRUE,4/12/2022 0:00
people protest dakota access pipeline intentionally poison government officials north dakota pilot knowingly spray poisonous chemicals protesters camp,TRUE,4/12/2022 0:00
propose virginia house budget cut hundreds millions fund public education,TRUE,4/12/2022 0:00
new york city waste taxpayer money billboards florida,TRUE,4/11/2022 0:00
video show anthony fauci ignore science natural immunity regard covid,TRUE,4/8/2022 0:00
german pervert open bestiality brothels,TRUE,4/8/2022 0:00
course two months tony evers refuse remove curtis schmitt jr state veterans board despite authority,TRUE,4/8/2022 0:00
joe bidens open border mean democrat voters pour country,TRUE,4/8/2022 0:00
twitter employee name jackson mulholland resign tweet elon musk join company board,TRUE,4/7/2022 0:00
colorado governor jar polis sign law bill legalize abortions nine months moment birth,TRUE,4/7/2022 0:00
want healthy happy baby skip well baby visit make baby sick,TRUE,4/7/2022 0:00
photo injure ukrainian woman russia gas explosion,TRUE,4/7/2022 0:00
k students would benefit iowas school voucher bill,FALSE,4/7/2022 0:00
say tucker carlson say body torture dead civilians stag fake ukrainian military kill blame russia say true ask question ask question,TRUE,4/7/2022 0:00
josh mandel doctor image campaign ad forget photoshop hand clearly show put face body black soldier,TRUE,4/7/2022 0:00
biden change mind want resume build trump wall,TRUE,4/7/2022 0:00
sudden death adults sudden infant death syndrome cause vaccines,TRUE,4/6/2022 0:00
photo show helicopter rescue mission afghanistan wound men load onboard,TRUE,4/6/2022 0:00
fbi lose hunter bidens laptop,TRUE,4/6/2022 0:00
john fettermans selfdescribed democratic socialist,TRUE,4/6/2022 0:00
california introduce new bill would allow mother kill baby days birth,TRUE,4/6/2022 0:00
russian army capture yous major general roger l cloutier jr besiege ukrainian azov camp mariupol,TRUE,4/5/2022 0:00
pfizer pay million bribe payment fda covid vaccine approval,TRUE,4/5/2022 0:00
say barack obama tweet anyone check make sure donald trump russian birth certificate,TRUE,4/5/2022 0:00
say new zealand prime minister jacinda ardern say country deal rage older white men never allow rupert murdoch set media outlet,TRUE,4/5/2022 0:00
video take car drive bucha ukraine show corpse move arm rear view mirror corpse sit,TRUE,4/4/2022 0:00
house vote cap insulin price month year richard hudson vote,TRUE,4/4/2022 0:00
say mike gibbons say military service count real work,TRUE,4/1/2022 0:00
baby immune system handle antigens vaccines new food must introduce slowly identify allergic reactions,TRUE,4/1/2022 0:00
strategic petroleum reserve mostly empty decades,TRUE,4/1/2022 0:00
pfizer stag smith chris rock confrontation academy award new alopecia medication come,TRUE,3/31/2022 0:00
biden administration attempt criminalize free speech,TRUE,3/31/2022 0:00
go store bread,TRUE,3/30/2022 0:00
joe biden sign antilynching bill ceremony outside white house march,TRUE,3/30/2022 0:00
video show crowd shout profanity joe biden,TRUE,3/30/2022 0:00
say chris rock apologize th academy award say last night cross line pay enormous price reputation renown comedian,TRUE,3/29/2022 0:00
twitter suspend swimmer tweet lia thomas,TRUE,3/29/2022 0:00
photo show nicole kidman react smith slap chris rock,TRUE,3/29/2022 0:00
photos show celebrities react smith slap chris rock,TRUE,3/29/2022 0:00
foo fighters drummer taylor hawkins die covid vaccine,TRUE,3/29/2022 0:00
smith slap chris rock take attention away ukraine,TRUE,3/29/2022 0:00
cnn stag fire edmonton canada claim film ukraine,TRUE,3/28/2022 0:00
video show ukraine president volodymyr zelenskyy sing imagine john lennon,TRUE,3/28/2022 0:00
look windmills greenhouse gas emissions build retire overall return negative,TRUE,3/28/2022 0:00
republicans nominate st black woman scotus block filibuster joe biden,TRUE,3/28/2022 0:00
photo president joe biden leave europe white house tweet actually take march,TRUE,3/25/2022 0:00
ketanji brown jackson say give pedophiles lighter sentence different use computers vs mail get volumes child porn make total sense accord jackson,TRUE,3/25/2022 0:00
simpsons predict russias invasion ukraine,TRUE,3/25/2022 0:00
ukrainian president volodymyr zelensky wear nazi cross symbol,TRUE,3/25/2022 0:00
cnn tweet picture serbian resort say ukraine,TRUE,3/25/2022 0:00
document publish confirm moderna create covid virus notprovemodernacreatedcovid bloggersfalse photo show home depot worksheet privilege use train employees facebook postshalftrue man arrest wear tshirt say people picture statue liberty notarrestedwearingshirtsaidwepeople facebook postsfalse news network cover brett kavanaughs confirmation hear live ketanji brown jacksons hear facebook postsfalse raid biden residence yesterday military notraidbidenresidence facebook postsfalse virginia tech swimmer reka gyorgy tweet finals spot steal lia thomas biological male tweetsfalse judge ketanji brown jackson give child porn offenders sentence guidelines prosecutors request show soft child pornography offenders josh hawleybarelytrue joe bidens announcement justice department name chief prosecutor pandemic fraud mean government go investigate notnameprosecutorinvestigatefederalf viral imagefalse drug label pfizer covid vaccine blank contain diseases adverse events list confidential report,TRUE,3/23/2022 0:00
video show final moments aboard china eastern airlines flight crash,TRUE,3/23/2022 0:00
video show russian soldier use weapons cupboard since soviet time,TRUE,3/23/2022 0:00
ketanji brown jackson give lecture talk critical race theory one components consider make decisions bench,TRUE,3/22/2022 0:00
biden want buy lithium china electric cars,TRUE,3/22/2022 0:00
ukraine shoot residents donetsk lugansk want speak russian,TRUE,3/22/2022 0:00
photos show ukrainian farmers slowly start build army,TRUE,3/21/2022 0:00
putin vow crush child traffickers ukraine,TRUE,3/18/2022 0:00
photo show nato resupplying ukrainian farmers antitank supply,TRUE,3/18/2022 0:00
reminder right ukraine invade hillary find guilty spy sit yous president,TRUE,3/18/2022 0:00
virginia women pay cents every dollar pay virginia men,FALSE,3/18/2022 0:00
recent onair protest real live air television broadcast russia none ever,TRUE,3/17/2022 0:00
